,PC #,Date,Location,Time Bin,Observer,Start Time,End Time,Weather,Precipitation,Wind,Temperature,eBird Link,Notes,Jon's problem checker,Start_Datetime,End_Datetime,Date_completeness
414,415,1/19/2024,B4,Morning (7-9am),SUC,8:28,8:38,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S171432060,Dwinelle lot construction very close -- sounds gaslighting me [illegible],-,2024-01-19 08:28:00,2024-01-19 08:38:00,0.6111111111111112
415,416,1/19/2024,B5,Morning (7-9am),SUC,8:39,8:49,Cloudy,Dry,Calm,50,https://ebird.org/checklist/S171432414,,-,2024-01-19 08:39:00,2024-01-19 08:49:00,0.6111111111111112
417,418,1/19/2024,A1,Mid-day (11am-1pm),SRG,11:28,11:38,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159292148,,-,2024-01-19 11:28:00,2024-01-19 11:38:00,0.6111111111111112
418,419,1/19/2024,A2,Mid-day (11am-1pm),SRG,11:41,11:51,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159293196,Construction,-,2024-01-19 11:41:00,2024-01-19 11:51:00,0.6111111111111112
419,420,1/19/2024,A3,Mid-day (11am-1pm),SRG,11:56,12:06,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159294510,Construction. 0 species,-,2024-01-19 11:56:00,2024-01-19 12:06:00,0.6111111111111112
420,421,1/19/2024,A4,Mid-day (11am-1pm),SRG,12:08,12:18,Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159295417,,-,2024-01-19 12:08:00,2024-01-19 12:18:00,0.6111111111111112
421,422,1/19/2024,A5,Mid-day (11am-1pm),SRG,12:20,12:30,Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159296294,,-,2024-01-19 12:20:00,2024-01-19 12:30:00,0.6111111111111112
422,423,1/19/2024,A6,Mid-day (11am-1pm),SRG,12:32,12:42,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159297248,,-,2024-01-19 12:32:00,2024-01-19 12:42:00,0.6111111111111112
423,424,1/21/2024,C1,Morning (7-9am),LSW,7:33,7:43,Cloudy,Dry,Calm,52,https://ebird.org/checklist/S159449668,,-,2024-01-21 07:33:00,2024-01-21 07:43:00,0.6666666666666666
424,425,1/21/2024,C2,Morning (7-9am),LSW,7:46,7:56,Cloudy,Dry,Calm,52,https://ebird.org/checklist/S159451119,,-,2024-01-21 07:46:00,2024-01-21 07:56:00,0.6666666666666666
425,426,1/21/2024,C3,Morning (7-9am),LSW,8:01,8:11,Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S159452817,,-,2024-01-21 08:01:00,2024-01-21 08:11:00,0.6666666666666666
426,427,1/21/2024,C4,Morning (7-9am),LSW,8:16,8:26,Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S159454544,,-,2024-01-21 08:16:00,2024-01-21 08:26:00,0.6666666666666666
427,428,1/21/2024,C5,Morning (7-9am),LSW,8:30,8:40,Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S159456024,"C5 blocked, stood at loop bench between VLSB and Dwinelle",-,2024-01-21 08:30:00,2024-01-21 08:40:00,0.6666666666666666
428,429,1/21/2024,C6,Morning (7-9am),LSW,8:44,8:54,Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S159457615,,-,2024-01-21 08:44:00,2024-01-21 08:54:00,0.6666666666666666
429,430,1/21/2024,A1,Mid-day (11am-1pm),SRG,11:01,11:11,Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S159473236,,-,2024-01-21 11:01:00,2024-01-21 11:11:00,0.6666666666666666
430,431,1/21/2024,A2,Mid-day (11am-1pm),SRG,11:14,11:24,Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S159475288,,-,2024-01-21 11:14:00,2024-01-21 11:24:00,0.6666666666666666
431,432,1/21/2024,A3,Mid-day (11am-1pm),SRG,11:30,11:40,Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S159476691,,-,2024-01-21 11:30:00,2024-01-21 11:40:00,0.6666666666666666
432,433,1/21/2024,A4,Mid-day (11am-1pm),SRG,11:41,11:51,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S159478200,,-,2024-01-21 11:41:00,2024-01-21 11:51:00,0.6666666666666666
433,434,1/21/2024,A5,Mid-day (11am-1pm),SRG,11:54,12:04,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S159479431,,-,2024-01-21 11:54:00,2024-01-21 12:04:00,0.6666666666666666
434,435,1/21/2024,A6,Mid-day (11am-1pm),SRG,12:06,12:16,Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159480870,,-,2024-01-21 12:06:00,2024-01-21 12:16:00,0.6666666666666666
435,436,1/22/2024,C6,Mid-day (11am-1pm),JOL,11:31,11:41,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159561576,,-,2024-01-22 11:31:00,2024-01-22 11:41:00,0.2777777777777778
436,437,1/22/2024,C5,Mid-day (11am-1pm),JOL,11:45,11:55,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159562552,,-,2024-01-22 11:45:00,2024-01-22 11:55:00,0.2777777777777778
437,438,1/22/2024,C4,Mid-day (11am-1pm),JOL,11:58,12:08,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159563469,,-,2024-01-22 11:58:00,2024-01-22 12:08:00,0.2777777777777778
438,439,1/22/2024,C3,Mid-day (11am-1pm),JOL,12:10,12:20,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159564513,,-,2024-01-22 12:10:00,2024-01-22 12:20:00,0.2777777777777778
439,440,1/22/2024,C2,Mid-day (11am-1pm),JOL,12:21,12:31,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159565379,,-,2024-01-22 12:21:00,2024-01-22 12:31:00,0.2777777777777778
440,441,1/25/2024,B1,Morning (7-9am),SRG,7:36,7:46,Partial Cloudy,Dry,Calm,48,https://ebird.org/checklist/S159751470,,-,2024-01-25 07:36:00,2024-01-25 07:46:00,1.0
441,442,1/25/2024,B2,Morning (7-9am),SRG,7:48,7:58,Partial Cloudy,Dry,Calm,48,https://ebird.org/checklist/S159752268,,-,2024-01-25 07:48:00,2024-01-25 07:58:00,1.0
442,443,1/25/2024,B3,Morning (7-9am),SRG,8:01,8:11,Partial Cloudy,Dry,Calm,49,https://ebird.org/checklist/S159753190,construction,-,2024-01-25 08:01:00,2024-01-25 08:11:00,1.0
443,444,1/25/2024,B4,Morning (7-9am),SRG,8:13,8:23,Partial Cloudy,Dry,Calm,49,https://ebird.org/checklist/S159754048,construction,-,2024-01-25 08:13:00,2024-01-25 08:23:00,1.0
444,445,1/25/2024,B5,Morning (7-9am),SRG,8:26,8:36,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S159754943,,-,2024-01-25 08:26:00,2024-01-25 08:36:00,1.0
445,446,1/25/2024,B6,Morning (7-9am),SRG,8:37,8:47,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S159755745,,-,2024-01-25 08:37:00,2024-01-25 08:47:00,1.0
446,447,1/25/2024,A6,Mid-day (11am-1pm),JAL,11:12,11:22,Partial Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159767349,Soil is damp with rain from yesterdy,-,2024-01-25 11:12:00,2024-01-25 11:22:00,1.0
447,448,1/25/2024,A5,Mid-day (11am-1pm),JAL,11:27,11:37,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159768359,,-,2024-01-25 11:27:00,2024-01-25 11:37:00,1.0
448,449,1/25/2024,A4,Mid-day (11am-1pm),JAL,11:47,11:57,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159769916,,-,2024-01-25 11:47:00,2024-01-25 11:57:00,1.0
449,450,1/25/2024,A3,Mid-day (11am-1pm),JAL,12:06,12:16,Partial Cloudy,Dry,Calm,56, https://ebird.org/checklist/S159771210,Loud construction,-,2024-01-25 12:06:00,2024-01-25 12:16:00,1.0
450,451,1/25/2024,A2,Mid-day (11am-1pm),JAL,12:27,12:37,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159772732,construction ,-,2024-01-25 12:27:00,2024-01-25 12:37:00,1.0
451,452,1/25/2024,A1,Mid-day (11am-1pm),JAL,12:44,12:54,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S159773881,,-,2024-01-25 12:44:00,2024-01-25 12:54:00,1.0
452,453,1/25/2024,C1,Evening (3-5pm),LSW,15:24,15:34,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159784636,,-,2024-01-25 15:24:00,2024-01-25 15:34:00,1.0
453,454,1/25/2024,C2,Evening (3-5pm),LSW,15:37,15:47,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159785431,,-,2024-01-25 15:37:00,2024-01-25 15:47:00,1.0
454,455,1/25/2024,C3,Evening (3-5pm),LSW,15:52,16:02,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159786365,,-,2024-01-25 15:52:00,2024-01-25 16:02:00,1.0
455,456,1/25/2024,C4,Evening (3-5pm),LSW,16:06,16:16,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159787130,tabling at Sather Gate - hard to hear calls,-,2024-01-25 16:06:00,2024-01-25 16:16:00,1.0
456,457,1/25/2024,C5,Evening (3-5pm),LSW,16:21,16:31,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159787966,"C5 location closed off, conducted PC at loop bench across from VLSB",-,2024-01-25 16:21:00,2024-01-25 16:31:00,1.0
457,458,1/25/2024,C6,Evening (3-5pm),LSW,16:34,16:44,Sunny,Dry,Calm,57,https://ebird.org/checklist/S159788646,,-,2024-01-25 16:34:00,2024-01-25 16:44:00,1.0
458,459,1/28/2024,A1,Morning (7-9am),SRG,8:28,8:38,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S160025446,,-,2024-01-28 08:28:00,2024-01-28 08:38:00,0.5555555555555556
459,460,1/28/2024,A2,Morning (7-9am),SRG,8:41,8:51,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S160026982,,-,2024-01-28 08:41:00,2024-01-28 08:51:00,0.5555555555555556
460,461,1/28/2024,A3,Morning (7-9am),SRG,8:56,9:06,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S160028762,,-,2024-01-28 08:56:00,2024-01-28 09:06:00,0.5555555555555556
461,462,1/28/2024,A4,Morning (7-9am),SRG,9:07,9:17,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S160030006,,-,2024-01-28 09:07:00,2024-01-28 09:17:00,0.5555555555555556
462,463,1/28/2024,C1,Evening (3-5pm),JOL,15:19,15:29,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160070267,,-,2024-01-28 15:19:00,2024-01-28 15:29:00,0.5555555555555556
463,464,1/28/2024,C2,Evening (3-5pm),JOL,15:32,15:42,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160071250,,-,2024-01-28 15:32:00,2024-01-28 15:42:00,0.5555555555555556
464,465,1/28/2024,C3,Evening (3-5pm),JOL,15:44,15:54,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160072078,,-,2024-01-28 15:44:00,2024-01-28 15:54:00,0.5555555555555556
465,466,1/28/2024,C4,Evening (3-5pm),JOL,15:56,16:06,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160072910,,-,2024-01-28 15:56:00,2024-01-28 16:06:00,0.5555555555555556
466,467,1/28/2024,C5,Evening (3-5pm),JOL,16:08,16:18,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160073922,,-,2024-01-28 16:08:00,2024-01-28 16:18:00,0.5555555555555556
467,468,1/28/2024,C6,Evening (3-5pm),JOL,16:21,16:31,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160074938,,-,2024-01-28 16:21:00,2024-01-28 16:31:00,0.5555555555555556
468,469,1/29/2024,C1,Morning (7-9am),SRG,7:33,7:43,Sunny,Dry,Calm,51,https://ebird.org/checklist/S160112797,,-,2024-01-29 07:33:00,2024-01-29 07:43:00,1.0
469,470,1/29/2024,C2,Morning (7-9am),SRG,7:44,7:54,Sunny,Dry,Calm,52,https://ebird.org/checklist/S160113791,,-,2024-01-29 07:44:00,2024-01-29 07:54:00,1.0
470,471,1/29/2024,C3,Morning (7-9am),SRG,7:56,8:06,Sunny,Dry,Calm,52,https://ebird.org/checklist/S160114991,,-,2024-01-29 07:56:00,2024-01-29 08:06:00,1.0
471,472,1/29/2024,C4,Morning (7-9am),SRG,8:08,8:18,Sunny,Dry,Calm,53,https://ebird.org/checklist/S160116139,,-,2024-01-29 08:08:00,2024-01-29 08:18:00,1.0
472,473,1/29/2024,C5,Morning (7-9am),SRG,8:26,8:36,Sunny,Dry,Calm,54,https://ebird.org/checklist/S160117866,,-,2024-01-29 08:26:00,2024-01-29 08:36:00,1.0
473,474,1/29/2024,C6,Morning (7-9am),SRG,8:40,8:50,Sunny,Dry,Calm,53,https://ebird.org/checklist/S160118983,,-,2024-01-29 08:40:00,2024-01-29 08:50:00,1.0
474,475,1/29/2024,A1,Mid-day (11am-1pm),JOL,11:18,11:28,Sunny,Dry,Calm,63,https://ebird.org/checklist/S160132147,,-,2024-01-29 11:18:00,2024-01-29 11:28:00,1.0
475,476,1/29/2024,A2,Mid-day (11am-1pm),JOL,11:32,11:42,Sunny,Dry,Calm,63,https://ebird.org/checklist/S160133196,,-,2024-01-29 11:32:00,2024-01-29 11:42:00,1.0
476,477,1/29/2024,A3,Mid-day (11am-1pm),JOL,11:44,11:54,Sunny,Dry,Calm,63,https://ebird.org/checklist/S160134112,,-,2024-01-29 11:44:00,2024-01-29 11:54:00,1.0
477,478,1/29/2024,A4,Mid-day (11am-1pm),JOL,11:58,12:08,Sunny,Dry,Calm,66,https://ebird.org/checklist/S160135205,,-,2024-01-29 11:58:00,2024-01-29 12:08:00,1.0
478,479,1/29/2024,A5,Mid-day (11am-1pm),JOL,12:09,12:19,Sunny,Dry,Calm,66,https://ebird.org/checklist/S160136165,,-,2024-01-29 12:09:00,2024-01-29 12:19:00,1.0
479,480,1/29/2024,A6,Mid-day (11am-1pm),JOL,12:20,12:30,Sunny,Dry,Calm,66,https://ebird.org/checklist/S160137178,,-,2024-01-29 12:20:00,2024-01-29 12:30:00,1.0
480,481,1/29/2024,B1,Evening (3-5pm),LSW,15:13,15:23,Partial Cloudy,Dry,Calm,68,https://ebird.org/checklist/S160150579,lots of activity on the glade due to warmer weather,-,2024-01-29 15:13:00,2024-01-29 15:23:00,1.0
481,482,1/29/2024,B2,Evening (3-5pm),LSW,15:26,15:36,Partial Cloudy,Dry,Calm,67,https://ebird.org/checklist/S160151415,,-,2024-01-29 15:26:00,2024-01-29 15:36:00,1.0
482,483,1/29/2024,B3,Evening (3-5pm),LSW,15:38,15:48,Partial Cloudy,Dry,Calm,67,https://ebird.org/checklist/S160152142,,-,2024-01-29 15:38:00,2024-01-29 15:48:00,1.0
483,484,1/29/2024,B4,Evening (3-5pm),LSW,15:52,16:02,Partial Cloudy,Dry,Slight Wind,67,https://ebird.org/checklist/S160152886,"B4 location blocked by construction, conducted PC on side of bridge/creek near north",-,2024-01-29 15:52:00,2024-01-29 16:02:00,1.0
484,485,1/29/2024,B5,Evening (3-5pm),LSW,16:05,16:15,Partial Cloudy,Dry,Calm,67,https://ebird.org/checklist/S160158839,,-,2024-01-29 16:05:00,2024-01-29 16:15:00,1.0
485,486,1/29/2024,B6,Evening (3-5pm),LSW,16:17,16:27,Partial Cloudy,Dry,Calm,66,https://ebird.org/checklist/S160158892,,-,2024-01-29 16:17:00,2024-01-29 16:27:00,1.0
486,487,2/5/2024,A1,Morning (7-9am),SRG,7:52,8:52,Partial Cloudy,Dry,Calm,49,https://ebird.org/checklist/S160712991,,-,2024-02-05 07:52:00,2024-02-05 08:52:00,0.6666666666666666
487,488,2/5/2024,A2,Morning (7-9am),SRG,8:04,8:14,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S160714247,loud construction,-,2024-02-05 08:04:00,2024-02-05 08:14:00,0.6666666666666666
488,489,2/5/2024,A3,Morning (7-9am),SRG,8:20,8:30,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S160715692,loud construction,-,2024-02-05 08:20:00,2024-02-05 08:30:00,0.6666666666666666
489,490,2/5/2024,A4,Morning (7-9am),SRG,8:32,8:42,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S160716806,,-,2024-02-05 08:32:00,2024-02-05 08:42:00,0.6666666666666666
490,491,2/5/2024,A5,Morning (7-9am),SRG,8:43,8:53,Partial Cloudy,Dry,Calm,51,https://ebird.org/checklist/S160717970,,-,2024-02-05 08:43:00,2024-02-05 08:53:00,0.6666666666666666
491,492,2/5/2024,A6,Morning (7-9am),SRG,8:55,9:05,Partial Cloudy,Dry,Calm,51,https://ebird.org/checklist/S160718984,,-,2024-02-05 08:55:00,2024-02-05 09:05:00,0.6666666666666666
498,499,2/5/2024,B1,Evening (3-5pm),LSW,15:12,15:22,Partial Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S160749415,,-,2024-02-05 15:12:00,2024-02-05 15:22:00,0.6666666666666666
499,500,2/5/2024,B2,Evening (3-5pm),LSW,15:27,15:37,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S160750441,,-,2024-02-05 15:27:00,2024-02-05 15:37:00,0.6666666666666666
500,501,2/5/2024,B3,Evening (3-5pm),LSW,15:43,15:53,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S160751526,,-,2024-02-05 15:43:00,2024-02-05 15:53:00,0.6666666666666666
501,502,2/5/2024,B4,Evening (3-5pm),LSW,15:55,16:05,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S160752306,stood by bridge near construction site,-,2024-02-05 15:55:00,2024-02-05 16:05:00,0.6666666666666666
502,503,2/5/2024,B5,Evening (3-5pm),LSW,16:07,16:17,Partial Cloudy,Dry,Calm,53,https://ebird.org/checklist/S160752971,,-,2024-02-05 16:07:00,2024-02-05 16:17:00,0.6666666666666666
503,504,2/5/2024,B6,Evening (3-5pm),LSW,16:21,16:31,Partial Cloudy,Dry,Calm,53,https://ebird.org/checklist/S160753723,,-,2024-02-05 16:21:00,2024-02-05 16:31:00,0.6666666666666666
504,505,2/10/2024,B1,Morning (7-9am),LSW,7:26,7:36,Sunny,Dry,Slight Wind,44,https://ebird.org/checklist/S161102872,,-,2024-02-10 07:26:00,2024-02-10 07:36:00,1.0
505,506,2/10/2024,B2,Morning (7-9am),LSW,7:42,7:52,Sunny,Dry,Calm,44,https://ebird.org/checklist/S161104911,,-,2024-02-10 07:42:00,2024-02-10 07:52:00,1.0
506,507,2/10/2024,B3,Morning (7-9am),LSW,7:56,8:06,Sunny,Dry,Calm,44,https://ebird.org/checklist/S161107020,,-,2024-02-10 07:56:00,2024-02-10 08:06:00,1.0
507,508,2/10/2024,B4,Morning (7-9am),LSW,8:10,8:20,Sunny,Dry,Calm,46,https://ebird.org/checklist/S161109004,"stood near bridge by construction site, quite loud",-,2024-02-10 08:10:00,2024-02-10 08:20:00,1.0
508,509,2/10/2024,B5,Morning (7-9am),LSW,8:22,8:32,Sunny,Dry,Slight Wind,47,https://ebird.org/checklist/S161110854,,-,2024-02-10 08:22:00,2024-02-10 08:32:00,1.0
509,510,2/10/2024,B6,Morning (7-9am),LSW,8:35,8:45,Sunny,Dry,Slight Wind,48,https://ebird.org/checklist/S161112682,,-,2024-02-10 08:35:00,2024-02-10 08:45:00,1.0
510,511,2/10/2024,A1,Mid-day (11am-1pm),LSW,11:16,11:26,Sunny,Dry,Windy,55,https://ebird.org/checklist/S161132867,,-,2024-02-10 11:16:00,2024-02-10 11:26:00,1.0
511,512,2/10/2024,A2,Mid-day (11am-1pm),LSW,11:29,11:39,Sunny,Dry,Slight Wind,56,https://ebird.org/checklist/S161134655,,-,2024-02-10 11:29:00,2024-02-10 11:39:00,1.0
512,513,2/10/2024,A3,Mid-day (11am-1pm),LSW,11:49,11:59,Sunny,Dry,Windy,57,https://ebird.org/checklist/S161136973,construction,-,2024-02-10 11:49:00,2024-02-10 11:59:00,1.0
513,514,2/10/2024,A4,Mid-day (11am-1pm),LSW,12:02,12:12,Sunny,Dry,Slight Wind,57,https://ebird.org/checklist/S161138603,,-,2024-02-10 12:02:00,2024-02-10 12:12:00,1.0
514,515,2/10/2024,A5,Mid-day (11am-1pm),LSW,12:15,12:25,Sunny,Dry,Windy,57,https://ebird.org/checklist/S161140225,,-,2024-02-10 12:15:00,2024-02-10 12:25:00,1.0
515,516,2/10/2024,A6,Mid-day (11am-1pm),LSW,12:27,12:37,Sunny,Dry,Slight Wind,58,https://ebird.org/checklist/S161141703,,-,2024-02-10 12:27:00,2024-02-10 12:37:00,1.0
516,517,2/10/2024,B1,Evening (3-5pm),SRG,15:47,15:57,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S161162983,,-,2024-02-10 15:47:00,2024-02-10 15:57:00,1.0
517,518,2/10/2024,B2,Evening (3-5pm),SRG,15:59,16:09,Sunny,Dry,Slight Wind,60,https://ebird.org/checklist/S161163870,,-,2024-02-10 15:59:00,2024-02-10 16:09:00,1.0
518,519,2/10/2024,B3,Evening (3-5pm),SRG,16:11,16:21,Sunny,Dry,Slight Wind,60,https://ebird.org/checklist/S161164813,,-,2024-02-10 16:11:00,2024-02-10 16:21:00,1.0
519,520,2/10/2024,B4,Evening (3-5pm),SRG,16:23,16:33,Sunny,Dry,Slight Wind,60,https://ebird.org/checklist/S161165696,,-,2024-02-10 16:23:00,2024-02-10 16:33:00,1.0
520,521,2/10/2024,B5,Evening (3-5pm),SRG,16:36,16:46,Sunny,Dry,Slight Wind,59,https://ebird.org/checklist/S161166741,,-,2024-02-10 16:36:00,2024-02-10 16:46:00,1.0
521,522,2/10/2024,B6,Evening (3-5pm),SRG,16:48,16:58,Sunny,Dry,Slight Wind,59,https://ebird.org/checklist/S161167583,,-,2024-02-10 16:48:00,2024-02-10 16:58:00,1.0
522,523,2/15/2024,C1,Morning (7-9am),SRG,7:41,7:51,Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S161564140,,-,2024-02-15 07:41:00,2024-02-15 07:51:00,0.2777777777777778
523,524,2/15/2024,C2,Morning (7-9am),SRG,7:52,8:02,Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S161565236,,-,2024-02-15 07:52:00,2024-02-15 08:02:00,0.2777777777777778
524,525,2/15/2024,C3,Morning (7-9am),SRG,8:04,8:14,Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S161566323,,-,2024-02-15 08:04:00,2024-02-15 08:14:00,0.2777777777777778
525,526,2/15/2024,C4,Morning (7-9am),SRG,8:16,8:26,Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S161567793,,-,2024-02-15 08:16:00,2024-02-15 08:26:00,0.2777777777777778
526,527,2/15/2024,C6,Morning (7-9am),SRG,8:31,8:41,Cloudy,Drizzle,Calm,51,https://ebird.org/checklist/S161569597,,-,2024-02-15 08:31:00,2024-02-15 08:41:00,0.2777777777777778
527,528,2/19/2024,C1,Evening (3-5pm),LSW,15:07,15:17,Partial Cloudy,Dry,Slight Wind,60,https://ebird.org/checklist/S161600542,construction,-,2024-02-19 15:07:00,2024-02-19 15:17:00,1.0
528,529,2/19/2024,C2,Evening (3-5pm),LSW,15:20,15:30,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S161601613,,-,2024-02-19 15:20:00,2024-02-19 15:30:00,1.0
529,530,2/19/2024,C3,Evening (3-5pm),LSW,15:34,15:44,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S161602549,,-,2024-02-19 15:34:00,2024-02-19 15:44:00,1.0
530,531,2/19/2024,C4,Evening (3-5pm),LSW,15:47,15:57,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S161603430,,-,2024-02-19 15:47:00,2024-02-19 15:57:00,1.0
531,532,2/19/2024,C5,Evening (3-5pm),LSW,16:00,16:10,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S161604219,"C5 blocked, stood at Loop bench btwn VLSB and Dwinelle",-,2024-02-19 16:00:00,2024-02-19 16:10:00,1.0
532,533,2/19/2024,C6,Evening (3-5pm),LSW,16:13,16:23,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S161605108,,-,2024-02-19 16:13:00,2024-02-19 16:23:00,1.0
533,534,2/19/2024,B1,Morning (7-9am),SRG,7:59,8:06,Cloudy,Drizzle,Windy,59,https://ebird.org/checklist/S162213561,,-,2024-02-19 07:59:00,2024-02-19 08:06:00,1.0
534,535,2/19/2024,B2,Morning (7-9am),SRG,8:11,8:21,Cloudy,Drizzle,Windy,54,https://ebird.org/checklist/S162216405,,-,2024-02-19 08:11:00,2024-02-19 08:21:00,1.0
535,536,2/19/2024,B3,Morning (7-9am),SRG,8:25,8:35,Cloudy,Dry,Windy,55,https://ebird.org/checklist/S162218839,,-,2024-02-19 08:25:00,2024-02-19 08:35:00,1.0
536,537,2/19/2024,B4,Morning (7-9am),SRG,8:37,8:47,Cloudy,Dry,Windy,55,https://ebird.org/checklist/S162221516,,-,2024-02-19 08:37:00,2024-02-19 08:47:00,1.0
537,538,2/19/2024,B5,Morning (7-9am),SRG,8:50,9:00,Cloudy,Drizzle,Windy,55,https://ebird.org/checklist/S162224591,,-,2024-02-19 08:50:00,2024-02-19 09:00:00,1.0
538,539,2/19/2024,B6,Morning (7-9am),SRG,9:03,9:13,Cloudy,Drizzle,Windy,56,https://ebird.org/checklist/S162228290,,-,2024-02-19 09:03:00,2024-02-19 09:13:00,1.0
539,540,2/19/2024,C1,Mid-day (11am-1pm),SRG,11:37,11:47,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162256623,,-,2024-02-19 11:37:00,2024-02-19 11:47:00,1.0
540,541,2/19/2024,C2,Mid-day (11am-1pm),SRG,11:51,12:01,Cloudy,Dry,Windy,58,https://ebird.org/checklist/S162259253,,-,2024-02-19 11:51:00,2024-02-19 12:01:00,1.0
541,542,2/19/2024,C3,Mid-day (11am-1pm),SRG,12:05,12:15,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162261889,,-,2024-02-19 12:05:00,2024-02-19 12:15:00,1.0
542,543,2/19/2024,C4,Mid-day (11am-1pm),SRG,12:17,12:27,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162264836,,-,2024-02-19 12:17:00,2024-02-19 12:27:00,1.0
543,544,2/19/2024,C5,Mid-day (11am-1pm),SRG,12:34,12:44,Cloudy,Drizzle,Windy,57,https://ebird.org/checklist/S162266863,,-,2024-02-19 12:34:00,2024-02-19 12:44:00,1.0
544,545,2/19/2024,C6,Mid-day (11am-1pm),SRG,12:45,12:55,Cloudy,Drizzle,Windy,57,https://ebird.org/checklist/S162273587,,-,2024-02-19 12:45:00,2024-02-19 12:55:00,1.0
545,546,2/23/2024,C6,Morning (7-9am),SRG,7:34,7:44,Cloudy,Dry,Windy,48,https://ebird.org/checklist/S162638062,,-,2024-02-23 07:34:00,2024-02-23 07:44:00,1.0
546,547,2/23/2024,C5,Morning (7-9am),SRG,7:47,7:57,Cloudy,Dry,Windy,50,https://ebird.org/checklist/S162639616,,-,2024-02-23 07:47:00,2024-02-23 07:57:00,1.0
547,548,2/23/2024,C4,Morning (7-9am),SRG,8:00,8:10,Cloudy,Dry,Windy,50,https://ebird.org/checklist/S162641068,,-,2024-02-23 08:00:00,2024-02-23 08:10:00,1.0
548,549,2/23/2024,C3,Morning (7-9am),SRG,8:13,8:23,Cloudy,Dry,Windy,51,https://ebird.org/checklist/S162642301,,-,2024-02-23 08:13:00,2024-02-23 08:23:00,1.0
