PC #,Date,Location,Time Bin,Species,# Individuals,Notes,Editorial notes,Jon Problem Checker
639,3/10/2024,B4,Evening (3-5pm),Ruby-crowned Kinglet,1,,,-
639,3/10/2024,B4,Evening (3-5pm),Brown Creeper,2,,,-
639,3/10/2024,B4,Evening (3-5pm),American Robin,1,,,-
639,3/10/2024,B4,Evening (3-5pm),Dark-eyed Junco,4,,,-
639,3/10/2024,B4,Evening (3-5pm),Song Sparrow,1,,,-
639,3/10/2024,B4,Evening (3-5pm),Townsend's Warbler,3,,,-
640,3/10/2024,B3,Evening (3-5pm),Anna's Hummingbird,1,,,-
640,3/10/2024,B3,Evening (3-5pm),American Crow,4,,,-
640,3/10/2024,B3,Evening (3-5pm),Oak Titmouse,1,,,-
640,3/10/2024,B3,Evening (3-5pm),American Robin,4,,,-
640,3/10/2024,B3,Evening (3-5pm),Pine Siskin,3,,,-
640,3/10/2024,B3,Evening (3-5pm),Lesser Goldfinch,3,,,-
641,3/10/2024,B2,Evening (3-5pm),Anna's Hummingbird,1,,,-
641,3/10/2024,B2,Evening (3-5pm),Nuttall's Woodpecker,2,,,-
641,3/10/2024,B2,Evening (3-5pm),American Crow,4,,,-
641,3/10/2024,B2,Evening (3-5pm),Chestnut-backed Chickadee,1,,,-
641,3/10/2024,B2,Evening (3-5pm),Oak Titmouse,3,,,-
641,3/10/2024,B2,Evening (3-5pm),American Robin,3,,,-
641,3/10/2024,B2,Evening (3-5pm),Cedar Waxwing,12,,,-
641,3/10/2024,B2,Evening (3-5pm),Dark-eyed Junco,1,,,-
642,3/10/2024,B1,Evening (3-5pm),Anna's Hummingbird,1,,,-
642,3/10/2024,B1,Evening (3-5pm),American Crow,2,,,-
642,3/10/2024,B1,Evening (3-5pm),American Robin,2,,,-
642,3/10/2024,B1,Evening (3-5pm),Dark-eyed Junco,2,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),American Crow,3,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),Chestnut-backed Chickadee,4,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),Oak Titmouse,1,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),Ruby-crowned Kinglet,1,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),Red-breasted Nuthatch,1,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),American Robin,1,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),House Finch,3,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),Dark-eyed Junco,4,,,-
631,3/10/2024,A1,Mid-day (11am-1pm),Townsend's Warbler,1,,,-
632,3/10/2024,A2,Mid-day (11am-1pm),Anna's Hummingbird,3,,,-
632,3/10/2024,A2,Mid-day (11am-1pm),Common Raven,7,,,-
632,3/10/2024,A2,Mid-day (11am-1pm),Oak Titmouse,1,,,-
632,3/10/2024,A2,Mid-day (11am-1pm),American Robin,2,,,-
632,3/10/2024,A2,Mid-day (11am-1pm),Dark-eyed Junco,1,,,-
632,3/10/2024,A2,Mid-day (11am-1pm),Song Sparrow,1,,,-
633,3/10/2024,A3,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
633,3/10/2024,A3,Mid-day (11am-1pm),black Phoebe,1,,,-
633,3/10/2024,A3,Mid-day (11am-1pm),American Crow,2,,,-
633,3/10/2024,A3,Mid-day (11am-1pm),Cedar Waxwing,10,,,-
633,3/10/2024,A3,Mid-day (11am-1pm),House Finch,6,,,-
633,3/10/2024,A3,Mid-day (11am-1pm),Lesser Goldfinch,3,,,-
633,3/10/2024,A3,Mid-day (11am-1pm),Yellow-rumped Warbler,3,,,-
634,3/10/2024,A4,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
634,3/10/2024,A4,Mid-day (11am-1pm),Nuttall's Woodpecker,1,,,-
634,3/10/2024,A4,Mid-day (11am-1pm),American Crow,3,,,-
634,3/10/2024,A4,Mid-day (11am-1pm),House Finch,2,,,-
634,3/10/2024,A4,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
635,3/10/2024,A5,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
635,3/10/2024,A5,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
635,3/10/2024,A5,Mid-day (11am-1pm),Nuttall's Woodpecker,2,,,-
635,3/10/2024,A5,Mid-day (11am-1pm),Steller's Jay,1,,,-
635,3/10/2024,A5,Mid-day (11am-1pm),American Crow,4,,,-
635,3/10/2024,A5,Mid-day (11am-1pm),Oak Titmouse,1,,,-
635,3/10/2024,A5,Mid-day (11am-1pm),Lesser Goldfinch,2,,,-
635,3/10/2024,A5,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
636,3/10/2024,A6,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
636,3/10/2024,A6,Mid-day (11am-1pm),American Crow,6,,,-
636,3/10/2024,A6,Mid-day (11am-1pm),Chestnut-backed Chickadee,4,,,-
636,3/10/2024,A6,Mid-day (11am-1pm),House Finch,1,,,-
636,3/10/2024,A6,Mid-day (11am-1pm),Pine Siskin,6,,,-
636,3/10/2024,A6,Mid-day (11am-1pm),Dark-eyed Junco,3,,,-
636,3/10/2024,A6,Mid-day (11am-1pm),Song Sparrow,1,,,-
636,3/10/2024,A6,Mid-day (11am-1pm),Yellow-rumped Warbler,2,,,-
643,3/20/2024,C1,Morning (7-9am),American Crow,10,,,-
643,3/20/2024,C1,Morning (7-9am),American Robin,2,,,-
643,3/20/2024,C1,Morning (7-9am),House Finch,1,,,-
643,3/20/2024,C1,Morning (7-9am),Dark-eyed Junco,1,,,-
643,3/20/2024,C1,Morning (7-9am),Song Sparrow,1,,,-
644,3/20/2024,C2,Morning (7-9am),Anna's Hummingbird,2,,,-
644,3/20/2024,C2,Morning (7-9am),Nuttall's Woodpecker,1,,,-
644,3/20/2024,C2,Morning (7-9am),American Crow,3,,,-
644,3/20/2024,C2,Morning (7-9am),Bushtit,4,,,-
644,3/20/2024,C2,Morning (7-9am),Brown Creeper,1,,,-
644,3/20/2024,C2,Morning (7-9am),American Robin,1,,,-
644,3/20/2024,C2,Morning (7-9am),Lesser Goldfinch,1,,,-
644,3/20/2024,C2,Morning (7-9am),Dark-eyed Junco,4,,,-
644,3/20/2024,C2,Morning (7-9am),Song Sparrow,2,,,-
644,3/20/2024,C2,Morning (7-9am),California Towhee,2,,,-
645,3/20/2024,C3,Morning (7-9am),Anna's Hummingbird,2,,,-
645,3/20/2024,C3,Morning (7-9am),Nuttall's Woodpecker,2,,,-
645,3/20/2024,C3,Morning (7-9am),American Crow,10,,,-
645,3/20/2024,C3,Morning (7-9am),Oak Titmouse,3,,,-
645,3/20/2024,C3,Morning (7-9am),Brown Creeper,1,,,-
645,3/20/2024,C3,Morning (7-9am),American Robin,2,,,-
645,3/20/2024,C3,Morning (7-9am),House Finch,15,,,-
645,3/20/2024,C3,Morning (7-9am),Pine Siskin,4,,,-
645,3/20/2024,C3,Morning (7-9am),Lesser Goldfinch,2,,,-
645,3/20/2024,C3,Morning (7-9am),Dark-eyed Junco,3,,,-
645,3/20/2024,C3,Morning (7-9am),Song Sparrow,2,,,-
645,3/20/2024,C3,Morning (7-9am),California Towhee,3,,,-
645,3/20/2024,C3,Morning (7-9am),Townsend's Warbler,1,,,-
646,3/20/2024,C4,Morning (7-9am),Rock Pigeon,1,,,-
646,3/20/2024,C4,Morning (7-9am),Anna's Hummingbird,3,,,-
646,3/20/2024,C4,Morning (7-9am),Hutton's Vireo,1,,,-
646,3/20/2024,C4,Morning (7-9am),American Crow,3,,,-
646,3/20/2024,C4,Morning (7-9am),Chestnut-backed Chickadee,3,,,-
646,3/20/2024,C4,Morning (7-9am),Oak Titmouse,3,,,-
646,3/20/2024,C4,Morning (7-9am),Hermit Thrush,1,,,-
646,3/20/2024,C4,Morning (7-9am),American Robin,3,,,-
646,3/20/2024,C4,Morning (7-9am),House Finch,2,,,-
646,3/20/2024,C4,Morning (7-9am),Lesser Goldfinch,2,,,-
646,3/20/2024,C4,Morning (7-9am),Dark-eyed Junco,3,,,-
646,3/20/2024,C4,Morning (7-9am),California Towhee,1,,,-
647,3/20/2024,C5,Morning (7-9am),Anna's Hummingbird,1,,,-
647,3/20/2024,C5,Morning (7-9am),black Phoebe,2,,,-
647,3/20/2024,C5,Morning (7-9am),American Crow,5,,,-
647,3/20/2024,C5,Morning (7-9am),Common Raven,1,,,-
647,3/20/2024,C5,Morning (7-9am),Brown Creeper,1,,,-
647,3/20/2024,C5,Morning (7-9am),House Finch,4,,,-
647,3/20/2024,C5,Morning (7-9am),Pine Siskin,1,,,-
647,3/20/2024,C5,Morning (7-9am),Lesser Goldfinch,2,,,-
647,3/20/2024,C5,Morning (7-9am),Dark-eyed Junco,2,,,-
647,3/20/2024,C5,Morning (7-9am),Song Sparrow,1,,,-
648,3/20/2024,C6,Morning (7-9am),Anna's Hummingbird,2,,,-
648,3/20/2024,C6,Morning (7-9am),American Crow,3,,,-
648,3/20/2024,C6,Morning (7-9am),American Robin,4,,,-
648,3/20/2024,C6,Morning (7-9am),Dark-eyed Junco,4,,,-
648,3/20/2024,C6,Morning (7-9am),Song Sparrow,1,,,-
648,3/20/2024,C6,Morning (7-9am),California Towhee,1,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),Red-shouldered Hawk,2,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),American Crow,3,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),Chestnut-backed Chickadee,6,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),Oak Titmouse,2,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),Ruby-crowned Kinglet,1,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),Brown Creeper,1,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),Bewick's Wren,1,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),American Robin,1,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),Dark-eyed Junco,4,,,-
649,3/20/2024,B6,Mid-day (11am-1pm),Townsend's Warbler,1,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Anna's Hummingbird,2,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Red-shouldered Hawk,2,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Picidae_Family,1,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),American Crow,3,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Common Raven,1,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Bushtit,10,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Ruby-crowned Kinglet,1,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Brown Creeper,1,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Song Sparrow,4,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),California Towhee,1,,,-
650,3/20/2024,B5,Mid-day (11am-1pm),Townsend's Warbler,4,,,-
651,3/20/2024,B4,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
651,3/20/2024,B4,Mid-day (11am-1pm),American Crow,2,,,-
651,3/20/2024,B4,Mid-day (11am-1pm),Common Raven,1,,,-
651,3/20/2024,B4,Mid-day (11am-1pm),Chestnut-backed Chickadee,3,,,-
651,3/20/2024,B4,Mid-day (11am-1pm),Oak Titmouse,3,,,-
651,3/20/2024,B4,Mid-day (11am-1pm),American Robin,1,,,-
651,3/20/2024,B4,Mid-day (11am-1pm),House Finch,6,,,-
651,3/20/2024,B4,Mid-day (11am-1pm),Dark-eyed Junco,3,,,-
652,3/20/2024,B3,Mid-day (11am-1pm),American Crow,3,,,-
652,3/20/2024,B3,Mid-day (11am-1pm),Common Raven,1,,,-
652,3/20/2024,B3,Mid-day (11am-1pm),Oak Titmouse,3,,,-
652,3/20/2024,B3,Mid-day (11am-1pm),American Robin,3,,,-
652,3/20/2024,B3,Mid-day (11am-1pm),Cedar Waxwing,4,,,-
652,3/20/2024,B3,Mid-day (11am-1pm),House Finch,6,,,-
652,3/20/2024,B3,Mid-day (11am-1pm),Dark-eyed Junco,1,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),Anna's Hummingbird,2,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),Picidae_Family,1,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),American Crow,3,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),Bushtit,4,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),Brown Creeper,1,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),American Robin,2,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),Dark-eyed Junco,6,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),Song Sparrow,2,,,-
653,3/20/2024,B2,Mid-day (11am-1pm),Spotted Towhee,1,,,-
654,3/20/2024,B1,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
654,3/20/2024,B1,Mid-day (11am-1pm),Peregrine Falcon,1,,,-
654,3/20/2024,B1,Mid-day (11am-1pm),American Crow,3,,,-
654,3/20/2024,B1,Mid-day (11am-1pm),American Robin,2,,,-
654,3/20/2024,B1,Mid-day (11am-1pm),Pine Siskin,3,,,-
654,3/20/2024,B1,Mid-day (11am-1pm),Song Sparrow,1,,,-
655,3/20/2024,A1,Evening (3-5pm),Rock Pigeon,15,,,-
655,3/20/2024,A1,Evening (3-5pm),American Crow,3,,,-
655,3/20/2024,A1,Evening (3-5pm),Chestnut-backed Chickadee,2,,,-
655,3/20/2024,A1,Evening (3-5pm),American Robin,1,,,-
655,3/20/2024,A1,Evening (3-5pm),Dark-eyed Junco,2,,,-
655,3/20/2024,A1,Evening (3-5pm),Golden-crowned Sparrow,1,,,-
655,3/20/2024,A1,Evening (3-5pm),Song Sparrow,1,,,-
656,3/20/2024,A2,Evening (3-5pm),Anna's Hummingbird,2,,,-
656,3/20/2024,A2,Evening (3-5pm),American Crow,4,,,-
656,3/20/2024,A2,Evening (3-5pm),Common Raven,2,,,-
656,3/20/2024,A2,Evening (3-5pm),Red-breasted Nuthatch,1,,,-
656,3/20/2024,A2,Evening (3-5pm),Song Sparrow,1,,,-
657,3/20/2024,A3,Evening (3-5pm),Rock Pigeon,14,,,-
657,3/20/2024,A3,Evening (3-5pm),Dark-eyed Junco,3,,,-
658,3/20/2024,A4,Evening (3-5pm),Red-shouldered Hawk,1,,,-
658,3/20/2024,A4,Evening (3-5pm),Nuttall's Woodpecker,1,,,-
658,3/20/2024,A4,Evening (3-5pm),American Crow,3,,,-
658,3/20/2024,A4,Evening (3-5pm),Chestnut-backed Chickadee,2,,,-
658,3/20/2024,A4,Evening (3-5pm),Oak Titmouse,2,,,-
658,3/20/2024,A4,Evening (3-5pm),Bushtit,1,,,-
658,3/20/2024,A4,Evening (3-5pm),Lesser Goldfinch,1,,,-
658,3/20/2024,A4,Evening (3-5pm),Yellow-rumped Warbler,2,,,-
658,3/20/2024,A4,Evening (3-5pm),Townsend's Warbler,1,,,-
659,3/20/2024,A5,Evening (3-5pm),Red-shouldered Hawk,1,same from last PC,,-
659,3/20/2024,A5,Evening (3-5pm),American Crow,2,,,-
659,3/20/2024,A5,Evening (3-5pm),Chestnut-backed Chickadee,2,,,-
659,3/20/2024,A5,Evening (3-5pm),American Robin,3,,,-
659,3/20/2024,A5,Evening (3-5pm),Pine Siskin,1,,,-
659,3/20/2024,A5,Evening (3-5pm),Townsend's Warbler,1,,,-
660,3/20/2024,A6,Evening (3-5pm),Turkey Vulture,1,,,-
660,3/20/2024,A6,Evening (3-5pm),Red-shouldered Hawk,1,"seen, same from last two PCs",,-
660,3/20/2024,A6,Evening (3-5pm),American Crow,1,,,-
660,3/20/2024,A6,Evening (3-5pm),Bushtit,1,,,-
660,3/20/2024,A6,Evening (3-5pm),American Robin,1,,,-
660,3/20/2024,A6,Evening (3-5pm),Lesser Goldfinch,3,,,-
660,3/20/2024,A6,Evening (3-5pm),Dark-eyed Junco,1,,,-
660,3/20/2024,A6,Evening (3-5pm),Song Sparrow,1,,,-
660,3/20/2024,A6,Evening (3-5pm),California Towhee,2,,,-
673,4/5/2024,A1,Morning (7-9am),Band-tailed Pigeon,2,,,-
673,4/5/2024,A1,Morning (7-9am),Anna's Hummingbird,2,,,-
673,4/5/2024,A1,Morning (7-9am),American Crow,2,,,-
673,4/5/2024,A1,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
673,4/5/2024,A1,Morning (7-9am),American Robin,1,,,-
673,4/5/2024,A1,Morning (7-9am),Cedar Waxwing,20,,,-
673,4/5/2024,A1,Morning (7-9am),Lesser Goldfinch,4,,,-
673,4/5/2024,A1,Morning (7-9am),Dark-eyed Junco,1,,,-
673,4/5/2024,A1,Morning (7-9am),Song Sparrow,1,,,-
673,4/5/2024,A1,Morning (7-9am),California Towhee,1,,,-
674,4/5/2024,A2,Morning (7-9am),Anna's Hummingbird,1,,,-
674,4/5/2024,A2,Morning (7-9am),Nuttall's Woodpecker,1,,,-
674,4/5/2024,A2,Morning (7-9am),American Crow,3,,,-
674,4/5/2024,A2,Morning (7-9am),Hermit Thrush,1,,,-
674,4/5/2024,A2,Morning (7-9am),Dark-eyed Junco,4,,,-
674,4/5/2024,A2,Morning (7-9am),Song Sparrow,1,,,-
675,4/5/2024,A3,Morning (7-9am),Anna's Hummingbird,1,,,-
675,4/5/2024,A3,Morning (7-9am),American Crow,2,,,-
675,4/5/2024,A3,Morning (7-9am),House Finch,4,,,-
675,4/5/2024,A3,Morning (7-9am),Dark-eyed Junco,1,,,-
676,4/5/2024,A4,Morning (7-9am),Anna's Hummingbird,1,,,-
676,4/5/2024,A4,Morning (7-9am),American Crow,4,,,-
676,4/5/2024,A4,Morning (7-9am),American Robin,1,,,-
676,4/5/2024,A4,Morning (7-9am),Cedar Waxwing,4,,,-
676,4/5/2024,A4,Morning (7-9am),House Finch,1,,,-
676,4/5/2024,A4,Morning (7-9am),Dark-eyed Junco,2,,,-
676,4/5/2024,A4,Morning (7-9am),Song Sparrow,1,,,-
676,4/5/2024,A4,Morning (7-9am),California Towhee,1,,,-
677,4/5/2024,A5,Morning (7-9am),Anna's Hummingbird,1,,,-
677,4/5/2024,A5,Morning (7-9am),American Crow,4,,,-
677,4/5/2024,A5,Morning (7-9am),Oak Titmouse,1,,,-
677,4/5/2024,A5,Morning (7-9am),American Robin,1,,,-
677,4/5/2024,A5,Morning (7-9am),Lesser Goldfinch,4,,,-
677,4/5/2024,A5,Morning (7-9am),Dark-eyed Junco,3,,,-
677,4/5/2024,A5,Morning (7-9am),Song Sparrow,2,,,-
678,4/5/2024,A6,Morning (7-9am),Larus_Genus,1,,,-
678,4/5/2024,A6,Morning (7-9am),Nuttall's Woodpecker,2,,,-
678,4/5/2024,A6,Morning (7-9am),American Crow,3,,,-
678,4/5/2024,A6,Morning (7-9am),Bushtit,4,,,-
678,4/5/2024,A6,Morning (7-9am),American Robin,2,,,-
678,4/5/2024,A6,Morning (7-9am),Lesser Goldfinch,3,,,-
678,4/5/2024,A6,Morning (7-9am),Dark-eyed Junco,3,,,-
678,4/5/2024,A6,Morning (7-9am),Song Sparrow,1,,,-
678,4/5/2024,A6,Morning (7-9am),California Towhee,1,,,-
678,4/5/2024,A6,Morning (7-9am),Wilson's Warbler,1,,,-
679,4/5/2024,B1,Mid-day (11am-1pm),Rock Pigeon,15,,,-
679,4/5/2024,B1,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
679,4/5/2024,B1,Mid-day (11am-1pm),American Crow,4,,,-
679,4/5/2024,B1,Mid-day (11am-1pm),Bushtit,3,,,-
679,4/5/2024,B1,Mid-day (11am-1pm),American Robin,2,,,-
679,4/5/2024,B1,Mid-day (11am-1pm),House Finch,3,,,-
679,4/5/2024,B1,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
680,4/5/2024,B2,Mid-day (11am-1pm),Anna's Hummingbird,2,,,-
680,4/5/2024,B2,Mid-day (11am-1pm),American Crow,2,,,-
680,4/5/2024,B2,Mid-day (11am-1pm),Common Raven,1,,,-
680,4/5/2024,B2,Mid-day (11am-1pm),Chestnut-backed Chickadee,3,,,-
680,4/5/2024,B2,Mid-day (11am-1pm),Brown Creeper,2,,,-
680,4/5/2024,B2,Mid-day (11am-1pm),American Robin,4,,,-
680,4/5/2024,B2,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
681,4/5/2024,B3,Mid-day (11am-1pm),Anna's Hummingbird,3,,,-
681,4/5/2024,B3,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
681,4/5/2024,B3,Mid-day (11am-1pm),American Crow,2,,,-
681,4/5/2024,B3,Mid-day (11am-1pm),American Robin,3,,,-
681,4/5/2024,B3,Mid-day (11am-1pm),Cedar Waxwing,1,,,-
681,4/5/2024,B3,Mid-day (11am-1pm),House Finch,1,,,-
681,4/5/2024,B3,Mid-day (11am-1pm),Lesser Goldfinch,1,,,-
681,4/5/2024,B3,Mid-day (11am-1pm),Song Sparrow,1,,,-
694,4/7/2024,B1,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
694,4/7/2024,B1,Mid-day (11am-1pm),American Crow,2,,,-
694,4/7/2024,B1,Mid-day (11am-1pm),American Robin,2,,,-
694,4/7/2024,B1,Mid-day (11am-1pm),House Finch,2,,,-
694,4/7/2024,B1,Mid-day (11am-1pm),Dark-eyed Junco,3,,,-
695,4/7/2024,B2,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
695,4/7/2024,B2,Mid-day (11am-1pm),American Crow,5,,,-
695,4/7/2024,B2,Mid-day (11am-1pm),House Finch,8,,,-
695,4/7/2024,B2,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
695,4/7/2024,B2,Mid-day (11am-1pm),Song Sparrow,1,,,-
696,4/7/2024,B3,Mid-day (11am-1pm),Red-shouldered Hawk,1,same as earlier,,-
696,4/7/2024,B3,Mid-day (11am-1pm),American Crow,2,,,-
696,4/7/2024,B3,Mid-day (11am-1pm),American Robin,2,,,-
696,4/7/2024,B3,Mid-day (11am-1pm),Cedar Waxwing,30,,,-
696,4/7/2024,B3,Mid-day (11am-1pm),House Finch,6,,,-
696,4/7/2024,B3,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
696,4/7/2024,B3,Mid-day (11am-1pm),California Towhee,1,,,-
696,4/7/2024,B3,Mid-day (11am-1pm),Spotted Towhee,1,,,-
697,4/7/2024,B4,Mid-day (11am-1pm),American Crow,1,,,-
697,4/7/2024,B4,Mid-day (11am-1pm),Common Raven,1,,,-
697,4/7/2024,B4,Mid-day (11am-1pm),Cedar Waxwing,14,,,-
697,4/7/2024,B4,Mid-day (11am-1pm),House Finch,10,,,-
697,4/7/2024,B4,Mid-day (11am-1pm),Song Sparrow,1,,,-
697,4/7/2024,B4,Mid-day (11am-1pm),California Towhee,1,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),Steller's Jay,2,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),American Crow,2,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),Chestnut-backed Chickadee,2,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),Bewick's Wren,1,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),Pine Siskin,1,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),Song Sparrow,1,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),California Towhee,1,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),Yellow-rumped Warbler,1,,,-
698,4/7/2024,B5,Mid-day (11am-1pm),Townsend's Warbler,1,,,-
699,4/7/2024,B6,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
699,4/7/2024,B6,Mid-day (11am-1pm),Nuttall's Woodpecker,1,,,-
699,4/7/2024,B6,Mid-day (11am-1pm),American Crow,3,,,-
699,4/7/2024,B6,Mid-day (11am-1pm),Brown Creeper,1,,,-
699,4/7/2024,B6,Mid-day (11am-1pm),Pine Siskin,1,,,-
699,4/7/2024,B6,Mid-day (11am-1pm),Song Sparrow,1,,,-
706,4/8/2024,B1,Morning (7-9am),Anna's Hummingbird,1,,,-
706,4/8/2024,B1,Morning (7-9am),American Crow,4,,,-
706,4/8/2024,B1,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
706,4/8/2024,B1,Morning (7-9am),Red-breasted Nuthatch,1,,,-
706,4/8/2024,B1,Morning (7-9am),American Robin,2,,,-
706,4/8/2024,B1,Morning (7-9am),Cedar Waxwing,4,,,-
706,4/8/2024,B1,Morning (7-9am),House Finch,4,,,-
706,4/8/2024,B1,Morning (7-9am),Lesser Goldfinch,5,,,-
706,4/8/2024,B1,Morning (7-9am),Dark-eyed Junco,5,,,-
706,4/8/2024,B1,Morning (7-9am),California Towhee,2,,,-
706,4/8/2024,B1,Morning (7-9am),Brown-headed Cowbird,2,,,-
707,4/8/2024,B2,Morning (7-9am),Anna's Hummingbird,1,,,-
707,4/8/2024,B2,Morning (7-9am),American Crow,3,,,-
707,4/8/2024,B2,Morning (7-9am),Bushtit,4,,,-
707,4/8/2024,B2,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
707,4/8/2024,B2,Morning (7-9am),Red-breasted Nuthatch,1,,,-
707,4/8/2024,B2,Morning (7-9am),American Robin,3,,,-
707,4/8/2024,B2,Morning (7-9am),House Finch,2,,,-
707,4/8/2024,B2,Morning (7-9am),lesser Goldfinch,3,,,-
707,4/8/2024,B2,Morning (7-9am),Dark-eyed Junco,6,,,-
707,4/8/2024,B2,Morning (7-9am),Song Sparrow,2,,,-
708,4/8/2024,B3,Morning (7-9am),Peregrine Falcon,1,,,-
708,4/8/2024,B3,Morning (7-9am),Black Phoebe,1,,,-
708,4/8/2024,B3,Morning (7-9am),American Crow,3,,,-
708,4/8/2024,B3,Morning (7-9am),Chestnut-backed Chickadee,2,,,-
708,4/8/2024,B3,Morning (7-9am),Bushtit,2,,,-
708,4/8/2024,B3,Morning (7-9am),House Finch,6,,,-
708,4/8/2024,B3,Morning (7-9am),Song Sparrow,1,,,-
709,4/8/2024,B4,Morning (7-9am),White-throated Swift,4,,,-
709,4/8/2024,B4,Morning (7-9am),American Crow,2,,,-
709,4/8/2024,B4,Morning (7-9am),Chestnut-backed Chickadee,2,,,-
709,4/8/2024,B4,Morning (7-9am),Cliff Swallow,2,,,-
709,4/8/2024,B4,Morning (7-9am),Brown Creeper,1,,,-
709,4/8/2024,B4,Morning (7-9am),House Finch,10,,,-
709,4/8/2024,B4,Morning (7-9am),Dark-eyed Junco,3,,,-
710,4/8/2024,B5,Morning (7-9am),Anna's Hummingbird,2,,,-
710,4/8/2024,B5,Morning (7-9am),Red-shouldered Hawk,3,,,-
710,4/8/2024,B5,Morning (7-9am),Steller's Jay,2,,,-
710,4/8/2024,B5,Morning (7-9am),American Crow,10,,,-
710,4/8/2024,B5,Morning (7-9am),Oak Titmouse,2,,,-
710,4/8/2024,B5,Morning (7-9am),American Robin,4,,,-
710,4/8/2024,B5,Morning (7-9am),Dark-eyed Junco,2,,,-
710,4/8/2024,B5,Morning (7-9am),Song Sparrow,2,,,-
710,4/8/2024,B5,Morning (7-9am),Townsend's Warbler,1,,,-
711,4/8/2024,B6,Morning (7-9am),Anna's Hummingbird,1,,,-
711,4/8/2024,B6,Morning (7-9am),Downy Woodpecker,1,,,-
711,4/8/2024,B6,Morning (7-9am),American Crow,1,,,-
711,4/8/2024,B6,Morning (7-9am),Chestnut-backed Chickadee,2,,,-
711,4/8/2024,B6,Morning (7-9am),Oak Titmouse,1,,,-
711,4/8/2024,B6,Morning (7-9am),American Robin,2,,,-
