PC #,Date,Location,Time Bin,Observer,Start Time,End Time,Weather,Precipitation,Wind,Temperature,eBird Link,Notes,Jon's problem checker,,,
538,2/19/2024,B5,Morning (7-9am),SRG,8:50,9:00,Cloudy,Drizzle,Windy,55,https://ebird.org/checklist/S162224591,,-,,,
539,2/19/2024,B6,Morning (7-9am),SRG,9:03,9:13,Cloudy,Drizzle,Windy,56,https://ebird.org/checklist/S162228290,,-,,,
540,2/19/2024,C1,Mid-day (11am-1pm),SRG,11:37,11:47,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162256623,,-,,,
541,2/19/2024,C2,Mid-day (11am-1pm),SRG,11:51,12:01,Cloudy,Dry,Windy,58,https://ebird.org/checklist/S162259253,,-,,,
542,2/19/2024,C3,Mid-day (11am-1pm),SRG,12:05,12:15,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162261889,,-,,,
543,2/19/2024,C4,Mid-day (11am-1pm),SRG,12:17,12:27,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162264836,,-,,,
544,2/19/2024,C5,Mid-day (11am-1pm),SRG,12:34,12:44,Cloudy,Drizzle,Windy,57,https://ebird.org/checklist/S162266863,,-,,,
545,2/19/2024,C6,Mid-day (11am-1pm),SRG,12:45,12:55,Cloudy,Drizzle,Windy,57,https://ebird.org/checklist/S162273587,,-,,,
546,2/23/2024,C6,Morning (7-9am),SRG,7:34,7:44,Cloudy,Dry,Windy,48,https://ebird.org/checklist/S162638062,,-,,,
547,2/23/2024,C5,Morning (7-9am),SRG,7:47,7:57,Cloudy,Dry,Windy,50,https://ebird.org/checklist/S162639616,,-,,,
548,2/23/2024,C4,Morning (7-9am),SRG,8:00,8:10,Cloudy,Dry,Windy,50,https://ebird.org/checklist/S162641068,,-,,,
549,2/23/2024,C3,Morning (7-9am),SRG,8:13,8:23,Cloudy,Dry,Windy,51,https://ebird.org/checklist/S162642301,,-,,,
550,2/23/2024,C2,Morning (7-9am),SRG,8:25,8:35,Cloudy,Dry,Windy,52,https://ebird.org/checklist/S162643538,,-,,,
551,2/23/2024,C1,Morning (7-9am),SRG,8:36,8:46,Cloudy,Dry,Windy,52,https://ebird.org/checklist/S162644737,,-,,,
552,2/23/2024,A1,Mid-day (11am-1pm),JOL,11:00,11:10,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162659399,,-,,,
553,2/23/2024,A2,Mid-day (11am-1pm),JOL,11:12,11:22,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162660575,,-,,,
554,2/23/2024,A3,Mid-day (11am-1pm),JOL,11:24,11:34,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162661788,,-,,,
555,2/23/2024,A4,Mid-day (11am-1pm),JOL,11:36,11:46,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162662916,,-,,,
556,2/23/2024,A5,Mid-day (11am-1pm),JOL,11:48,11:58,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162664048,,-,,,
557,2/23/2024,A6,Mid-day (11am-1pm),JOL,11:59,12:09,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162665360,,-,,,
558,2/23/2024,C1,Evening (3-5pm),LSW,15:15,15:25,Partial Cloudy,Dry,Windy,62,https://ebird.org/checklist/S162683999,,-,,,
559,2/23/2024,C2,Evening (3-5pm),LSW,15:27,15:37,Partial Cloudy,Dry,Windy,62,https://ebird.org/checklist/S162685038,,-,,,
560,2/23/2024,C3,Evening (3-5pm),LSW,15:41,15:51,Partial Cloudy,Dry,Windy,62,https://ebird.org/checklist/S162686071,,-,,,
561,2/23/2024,C4,Evening (3-5pm),LSW,15:54,16:04,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S162687045,"concert/protest on sproul, hard to hear",-,,,
562,2/23/2024,C5,Evening (3-5pm),LSW,16:07,16:17,Partial Cloudy,Dry,Windy,62,https://ebird.org/checklist/S162688075,,-,,,
563,2/23/2024,C6,Evening (3-5pm),LSW,16:20,16:30,Partial Cloudy,Dry,Windy,61,https://ebird.org/checklist/S162688989,,-,,,
564,2/24/2024,B1,Morning (7-9am),JOL,8:06,8:16,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162750254,,-,,,
565,2/24/2024,B2,Morning (7-9am),JOL,8:18,8:28,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162752281,,-,,,
566,2/24/2024,B3,Morning (7-9am),JOL,8:30,8:40,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162754188,,-,,,
567,2/24/2024,B4,Morning (7-9am),JOL,8:42,8:52,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162755948,,-,,,
568,2/24/2024,B5,Morning (7-9am),JOL,8:54,9:04,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162757726,,-,,,
569,2/24/2024,B6,Morning (7-9am),JOL,9:05,9:15,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162759260,,-,,,
570,2/24/2024,B1,Mid-day (11am-1pm),SRG,11:16,11:26,Sunny,Dry,Slight Wind,63,https://ebird.org/checklist/S162776827,,-,,,
571,2/24/2024,B2,Mid-day (11am-1pm),SRG,11:28,11:38,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S162778282,,-,,,
572,2/24/2024,B3,Mid-day (11am-1pm),SRG,11:40,11:50,Sunny,Dry,Slight Wind,65,https://ebird.org/checklist/S162779775,construction,-,,,
573,2/24/2024,B4,Mid-day (11am-1pm),SRG,11:52,12:02,Sunny,Dry,Slight Wind,65,https://ebird.org/checklist/S162781332,,-,,,
574,2/24/2024,B5,Mid-day (11am-1pm),SRG,12:05,12:15,Sunny,Dry,Slight Wind,65,https://ebird.org/checklist/S162782896,,-,,,
575,2/24/2024,B6,Mid-day (11am-1pm),SRG,12:17,12:27,Sunny,Dry,Slight Wind,66,https://ebird.org/checklist/S162784394,,-,,,
576,2/25/2024,A1,Morning (7-9am),SRG,7:28,7:38,Cloudy,Dry,Calm,49,https://ebird.org/checklist/S162870849,,-,,,
577,2/25/2024,A2,Morning (7-9am),SRG,7:42,7:52,Cloudy,Dry,Calm,50,https://ebird.org/checklist/S162872985,,-,,,
578,2/25/2024,A3,Morning (7-9am),SRG,7:59,8:09,Cloudy,Dry,Calm,51,https://ebird.org/checklist/S162875525,,-,,,
579,2/25/2024,A4,Morning (7-9am),SRG,8:12,8:22,Cloudy,Dry,Calm,52,https://ebird.org/checklist/S162877606,,-,,,
580,2/25/2024,A5,Morning (7-9am),SRG,8:26,8:36,Cloudy,Dry,Calm,53,https://ebird.org/checklist/S162879870,,-,,,
581,2/25/2024,A6,Morning (7-9am),SRG,8:37,8:47,Cloudy,Dry,Calm,53,https://ebird.org/checklist/S162894500,,-,,,
582,2/25/2024,B6,Mid-day (11am-1pm),SRG,11:13,11:23,Sunny,Dry,Calm,61,https://ebird.org/checklist/S162904678,,-,,,
583,2/25/2024,B5,Mid-day (11am-1pm),SRG,11:24,11:34,Sunny,Dry,Calm,61,https://ebird.org/checklist/S162906245,,-,,,
584,2/25/2024,B4,Mid-day (11am-1pm),SRG,11:37,11:47,Sunny,Dry,Calm,61,https://ebird.org/checklist/S162907696,loud music playing,-,,,
585,2/25/2024,B3,Mid-day (11am-1pm),SRG,11:55,12:05,Sunny,Dry,Calm,61,https://ebird.org/checklist/S162909872,,-,,,
586,2/25/2024,B2,Mid-day (11am-1pm),SRG,12:08,12:18,Sunny,Dry,Calm,60,https://ebird.org/checklist/S162911369,,-,,,
587,2/25/2024,B1,Mid-day (11am-1pm),SRG,12:20,12:30,Sunny,Dry,Calm,60,https://ebird.org/checklist/S162912870,,-,,,
588,2/29/2024,C1,Morning (7-9am),SUC,7:33,7:43,,Drizzle,Slight Wind,51,https://ebird.org/checklist/S171433549,"Bechtel construction sound --> hard to hear birbs, probably missed some",missing data?,,,
589,2/29/2024,C2,Morning (7-9am),SUC,7:45,7:55,,Drizzle,Slight Wind,51,https://ebird.org/checklist/S171434079,,missing data?,,,
590,2/29/2024,C3,Morning (7-9am),SUC,7:57,8:07,Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S171434505,,-,,,
591,2/29/2024,C4,Morning (7-9am),SUC,8:10,8:20,Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S171434896,im so bad at sound ID now :((,-,,,
592,2/29/2024,C5,Morning (7-9am),SUC,8:21,8:31,Sunny,Dry,Slight Wind,52,https://ebird.org/checklist/S171435317,Dwinelle annex/lot construction --> hard to hear birbs,-,,,
593,2/29/2024,C6,Morning (7-9am),SUC,8:38,8:48,Cloudy,Dry,Calm,53,https://ebird.org/checklist/S171435798,,-,,,
594,3/3/2024,A1,Morning (7-9am),LSW,7:36,7:46,Cloudy,Drizzle,Calm,44,https://ebird.org/checklist/S163565705,,-,,,
595,3/3/2024,A2,Morning (7-9am),LSW,7:50,8:00,Cloudy,Dry,Calm,44,https://ebird.org/checklist/S163567907,,-,,,
596,3/3/2024,A3,Morning (7-9am),LSW,8:06,8:16,Partial Cloudy,Dry,Calm,45,https://ebird.org/checklist/S163570827,"construction, couldn't hear much",-,,,
597,3/3/2024,A4,Morning (7-9am),LSW,8:19,8:29,Partial Cloudy,Dry,Calm,45,https://ebird.org/checklist/S163573219,,-,,,
598,3/3/2024,A5,Morning (7-9am),LSW,8:33,8:43,Partial Cloudy,Dry,Calm,46,https://ebird.org/checklist/S163575658,,-,,,
599,3/3/2024,A6,Morning (7-9am),LSW,8:46,8:56,Cloudy,Dry,Calm,46,https://ebird.org/checklist/S163577815,,-,,,
600,3/3/2024,A1,Mid-day (11am-1pm),LSW,11:00,11:10,Cloudy,Drizzle,Slight Wind,50,https://ebird.org/checklist/S163598633,,-,,,
601,3/3/2024,A2,Mid-day (11am-1pm),LSW,11:14,11:24,Partial Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S163600541,construction,-,,,
602,3/3/2024,A3,Mid-day (11am-1pm),LSW,11:29,11:39,Partial Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S163602792,construction,-,,,
603,3/3/2024,A4,Mid-day (11am-1pm),LSW,11:41,11:51,Cloudy,Dry,Windy,51,https://ebird.org/checklist/S163604612,,-,,,
604,3/3/2024,A5,Mid-day (11am-1pm),LSW,11:53,12:03,Cloudy,Dry,Windy,51,https://ebird.org/checklist/S163606295,,-,,,
605,3/3/2024,A6,Mid-day (11am-1pm),LSW,12:05,12:15,Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S163608032,,-,,,
606,3/3/2024,C1,Evening (3-5pm),LSW,15:05,15:15,Cloudy,Drizzle,Calm,52,https://ebird.org/checklist/S163634323,,-,,,
607,3/8/2024,A6,Morning (7-9am),SRG,7:26,7:36,Sunny,Dry,Calm,46,https://ebird.org/checklist/S164100134,,-,,,
608,3/8/2024,A5,Morning (7-9am),SRG,7:39,7:49,Sunny,Dry,Calm,47,https://ebird.org/checklist/S164101498,,-,,,
609,3/8/2024,A4,Morning (7-9am),SRG,7:51,8:01,Sunny,Dry,Calm,48,https://ebird.org/checklist/S164102909,,-,,,
610,3/8/2024,A3,Morning (7-9am),SRG,8:03,8:13,Sunny,Dry,Calm,48,https://ebird.org/checklist/S164104180,construction,-,,,
611,3/8/2024,A2,Morning (7-9am),SRG,8:20,8:30,Sunny,Dry,Calm,50,https://ebird.org/checklist/S164106017,,-,,,
612,3/8/2024,A1,Morning (7-9am),SRG,8:33,8:43,Sunny,Dry,Calm,51,https://ebird.org/checklist/S164107699,,-,,,
613,3/8/2024,C6,Mid-day (11am-1pm),SRG,11:42,11:52,Sunny,Dry,Slight Wind,60,https://ebird.org/checklist/S164126188,,-,,,
614,3/8/2024,C5,Mid-day (11am-1pm),SRG,11:56,12:06,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S164127357,,-,,,
615,3/8/2024,C4,Mid-day (11am-1pm),SRG,12:09,12:19,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S164128517,,-,,,
616,3/8/2024,C3,Mid-day (11am-1pm),SRG,12:21,12:31,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S164129908,,-,,,
617,3/8/2024,C2,Mid-day (11am-1pm),SRG,12:34,12:44,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S164131144,,-,,,
618,3/8/2024,C1,Mid-day (11am-1pm),SRG,12:45,12:55,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S164132114,,-,,,
619,3/8/2024,C1,Evening (3-5pm),LSW,15:18,15:28,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S164145518,,-,,,
620,3/8/2024,C2,Evening (3-5pm),LSW,15:30,15:40,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S164146471,lots of activity on the glade,-,,,
621,3/8/2024,C3,Evening (3-5pm),LSW,15:42,15:52,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S164147311,,-,,,
622,3/8/2024,C4,Evening (3-5pm),LSW,15:54,16:04,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S164148140,protest,-,,,
623,3/8/2024,C5,Evening (3-5pm),LSW,16:08,16:18,Sunny,Dry,Slight Wind,63,https://ebird.org/checklist/S164149061,"C5 blocked, stood at LOOP bench by VLSB",-,,,
624,3/8/2024,C6,Evening (3-5pm),LSW,16:21,16:31,Sunny,Dry,Slight Wind,63,https://ebird.org/checklist/S164149961,,-,,,
625,3/10/2024,C6,Morning (7-9am),SRG,7:39,7:49,Cloudy,Dry,Calm,46,https://ebird.org/checklist/S164309488,,-,,,
626,3/10/2024,C5,Morning (7-9am),SRG,7:54,8:04,Cloudy,Dry,Calm,48,https://ebird.org/checklist/S164311687,,-,,,
627,3/10/2024,C4,Morning (7-9am),SRG,8:07,8:17,Cloudy,Dry,Calm,48,https://ebird.org/checklist/S164313469,,-,,,
628,3/10/2024,C3,Morning (7-9am),SRG,8:20,8:30,Cloudy,Dry,Calm,48,https://ebird.org/checklist/S164315349,,-,,,
629,3/10/2024,C2,Morning (7-9am),SRG,8:33,8:43,Cloudy,Dry,Calm,49,https://ebird.org/checklist/S164317013,,-,,,
630,3/10/2024,C1,Morning (7-9am),SRG,8:45,8:55,Cloudy,Dry,Calm,49,https://ebird.org/checklist/S164318862,,-,,,
631,3/10/2024,A1,Mid-day (11am-1pm),SRG,11:39,11:49,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S164342452,,-,,,
632,3/10/2024,A2,Mid-day (11am-1pm),SRG,11:52,12:02,Cloudy,Dry,Calm,56,https://ebird.org/checklist/S164344183,,-,,,
633,3/10/2024,A3,Mid-day (11am-1pm),SRG,12:08,12:18,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S164346345,,-,,,
634,3/10/2024,A4,Mid-day (11am-1pm),SRG,12:20,12:30,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164347642,,-,,,
635,3/10/2024,A5,Mid-day (11am-1pm),SRG,12:32,12:42,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164349034,,-,,,
636,3/10/2024,A6,Mid-day (11am-1pm),SRG,12:44,12:54,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164350572,,-,,,
637,3/10/2024,B6,Evening (3-5pm),SRG,15:30,15:40,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S164370122,,-,,,
638,3/10/2024,B5,Evening (3-5pm),SRG,15:42,15:52,Cloudy,Dry,Calm,58,https://ebird.org/checklist/S164371468,,-,,,
639,3/10/2024,B4,Evening (3-5pm),SRG,15:54,16:04,Cloudy,Dry,Calm,58,https://ebird.org/checklist/S164372730,loud game,-,,,
640,3/10/2024,B3,Evening (3-5pm),SRG,16:06,16:16,Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164374003,,-,,,
641,3/10/2024,B2,Evening (3-5pm),SRG,16:19,16:29,Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164375356,,-,,,
642,3/10/2024,B1,Evening (3-5pm),SRG,16:31,16:41,Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164376599,,-,,,
643,3/20/2024,C1,Morning (7-9am),SRG,7:55,8:05,Sunny,Dry,Calm,49,https://ebird.org/checklist/S165403073,,-,,,
644,3/20/2024,C2,Morning (7-9am),SRG,8:06,8:16,Sunny,Dry,Calm,49,https://ebird.org/checklist/S165403112,,-,,,
645,3/20/2024,C3,Morning (7-9am),SRG,8:19,8:29,Sunny,Dry,Calm,50,https://ebird.org/checklist/S165403134,,-,,,
646,3/20/2024,C4,Morning (7-9am),SRG,8:31,8:41,Sunny,Dry,Calm,51,https://ebird.org/checklist/S165403154,,-,,,
647,3/20/2024,C5,Morning (7-9am),SRG,8:44,8:54,Sunny,Dry,Calm,51,https://ebird.org/checklist/S165403165,,-,,,
648,3/20/2024,C6,Morning (7-9am),SRG,8:58,9:08,Sunny,Dry,Calm,51,https://ebird.org/checklist/S165403175,,-,,,
649,3/20/2024,B6,Mid-day (11am-1pm),SRG,11:31,11:41,Sunny,Dry,Calm,58,https://ebird.org/checklist/S165381768,,-,,,
650,3/20/2024,B5,Mid-day (11am-1pm),SRG,11:43,11:53,Sunny,Dry,Calm,59,https://ebird.org/checklist/S165382915,,-,,,
651,3/20/2024,B4,Mid-day (11am-1pm),SRG,11:56,12:06,Sunny,Dry,Calm,59,https://ebird.org/checklist/S165384117,,-,,,
652,3/20/2024,B3,Mid-day (11am-1pm),SRG,12:08,12:18,Sunny,Dry,Calm,59,https://ebird.org/checklist/S165385495,,-,,,
653,3/20/2024,B2,Mid-day (11am-1pm),SRG,12:21,12:31,Sunny,Dry,Calm,60,https://ebird.org/checklist/S165386862,,-,,,
654,3/20/2024,B1,Mid-day (11am-1pm),SRG,12:33,12:43,Sunny,Dry,Calm,60,https://ebird.org/checklist/S165388419,,-,,,
655,3/20/2024,A1,Evening (3-5pm),LSW,15:33,15:43,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165434588,,-,,,
656,3/20/2024,A2,Evening (3-5pm),LSW,15:55,16:05,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S166002736,,-,,,
657,3/20/2024,A3,Evening (3-5pm),LSW,16:13,16:23,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S166002801,construction,-,,,
658,3/20/2024,A4,Evening (3-5pm),LSW,16:24,16:34,Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S166002909,,-,,,
659,3/20/2024,A5,Evening (3-5pm),LSW,16:35,16:45,Cloudy,Dry,Calm,62,https://ebird.org/checklist/S166003008,,-,,,
660,3/20/2024,A6,Evening (3-5pm),LSW,16:46,16:56,Cloudy,Dry,Calm,61,https://ebird.org/checklist/S166003106,,-,,,
661,3/22/2024,B1,Morning (7-9am),JOL,8:05,8:15,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S165585900,,-,,,
662,3/22/2024,B2,Morning (7-9am),JOL,8:16,8:26,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S165587396,,-,,,
663,3/22/2024,B3,Morning (7-9am),JOL,8:27,8:37,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S165588725,,-,,,
664,3/22/2024,B4,Morning (7-9am),JOL,8:39,8:49,Sunny,Dry,Slight Wind,54,https://ebird.org/checklist/S165590207,,-,,,
665,3/22/2024,B5,Morning (7-9am),JOL,8:51,9:01,Sunny,Dry,Slight Wind,54,https://ebird.org/checklist/S165591573,,-,,,
666,3/22/2024,B6,Morning (7-9am),JOL,9:02,9:12,Sunny,Dry,Slight Wind,54,https://ebird.org/checklist/S165592848,,-,,,
667,3/22/2024,A1,Mid-day (11am-1pm),JOL,11:49,11:59,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165611762,,-,,,
668,3/22/2024,A2,Mid-day (11am-1pm),JOL,12:01,12:11,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165612903,,-,,,
669,3/22/2024,A3,Mid-day (11am-1pm),JOL,12:13,12:23,Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165614052,,-,,,
670,3/22/2024,A4,Mid-day (11am-1pm),JOL,12:25,12:35,Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165615237,,-,,,
671,3/22/2024,A5,Mid-day (11am-1pm),JOL,12:37,12:47,Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165616356,,-,,,
672,3/22/2024,A6,Mid-day (11am-1pm),JOL,12:50,13:00,Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165617404,,-,,,
673,4/5/2024,A1,Morning (7-9am),SRG,7:44,7:54,Sunny,Dry,Calm,42,https://ebird.org/checklist/S167245479,,-,,,
674,4/5/2024,A2,Morning (7-9am),SRG,7:57,8:07,Sunny,Dry,Calm,42,https://ebird.org/checklist/S167246953,,-,,,
675,4/5/2024,A3,Morning (7-9am),SRG,8:13,8:23,Sunny,Dry,Calm,43,https://ebird.org/checklist/S167249124,,-,,,
676,4/5/2024,A4,Morning (7-9am),SRG,8:25,8:35,Sunny,Dry,Calm,43,https://ebird.org/checklist/S167250757,,-,,,
677,4/5/2024,A5,Morning (7-9am),SRG,8:37,8:47,Sunny,Dry,Calm,44,https://ebird.org/checklist/S167252412,,-,,,
678,4/5/2024,A6,Morning (7-9am),SRG,8:49,8:59,Sunny,Dry,Calm,44,https://ebird.org/checklist/S167253870,,-,,,
679,4/5/2024,B1,Mid-day (11am-1pm),SRG,11:42,11:52,Sunny,Dry,Calm,49,https://ebird.org/checklist/S167275042,,-,,,
680,4/5/2024,B2,Mid-day (11am-1pm),SRG,11:54,12:04,Sunny,Dry,Calm,50,https://ebird.org/checklist/S167276512,,-,,,
681,4/5/2024,B3,Mid-day (11am-1pm),SRG,12:07,12:17,Sunny,Dry,Calm,51,https://ebird.org/checklist/S167277770,,-,,,
682,4/5/2024,A1,Evening (3-5pm),KEC,14:59,15:09,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S167295340,,-,,,
683,4/5/2024,A2,Evening (3-5pm),KEC,15:14,15:24,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S167297051,,-,,,
684,4/5/2024,A3,Evening (3-5pm),KEC,15:36,15:46,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S167301709,,-,,,
685,4/5/2024,A4,Evening (3-5pm),KEC,16:11,16:21,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S167302866,,-,,,
686,4/5/2024,A5,Evening (3-5pm),KEC,16:28,16:38,Partial Cloudy,Dry,Windy,56,https://ebird.org/checklist/S167304373,,-,,,
687,4/5/2024,A6,Evening (3-5pm),KEC,16:41,16:52,Partial Cloudy,Dry,Windy,56,https://ebird.org/checklist/S167306068,,-,,,
688,4/7/2024,B1,Morning (7-9am),SRG,7:51,8:01,Sunny,Dry,Calm,44,https://ebird.org/checklist/S167539564,,-,,,
689,4/7/2024,B2,Morning (7-9am),SRG,8:03,8:13,Sunny,Dry,Calm,45,https://ebird.org/checklist/S167542147,,-,,,
690,4/7/2024,B3,Morning (7-9am),SRG,8:16,8:26,Sunny,Dry,Calm,46,https://ebird.org/checklist/S167545152,,-,,,
691,4/7/2024,B4,Morning (7-9am),SRG,8:30,8:40,Sunny,Dry,Calm,47,https://ebird.org/checklist/S167548027,,-,,,
692,4/7/2024,B5,Morning (7-9am),SRG,8:43,8:53,Sunny,Dry,Calm,48,https://ebird.org/checklist/S167551238,,-,,,
693,4/7/2024,B6,Morning (7-9am),SRG,8:54,9:04,Sunny,Dry,Calm,48,https://ebird.org/checklist/S167553726,,-,,,
694,4/7/2024,B1,Mid-day (11am-1pm),LSW,11:23,11:33,Sunny,Dry,Slight Wind,55,https://ebird.org/checklist/S167584840,,-,,,
695,4/7/2024,B2,Mid-day (11am-1pm),LSW,11:36,11:46,Sunny,Dry,Slight Wind,55,https://ebird.org/checklist/S167587315,,-,,,
696,4/7/2024,B3,Mid-day (11am-1pm),LSW,11:49,11:59,Sunny,Dry,Slight Wind,57,https://ebird.org/checklist/S167589719,,-,,,
697,4/7/2024,B4,Mid-day (11am-1pm),LSW,12:01,12:11,Sunny,Dry,Slight Wind,57,https://ebird.org/checklist/S167591945,stood near south entrance of VLSB,-,,,
698,4/7/2024,B5,Mid-day (11am-1pm),LSW,12:14,12:24,Sunny,Dry,Slight Wind,57,https://ebird.org/checklist/S167594143,,-,,,
699,4/7/2024,B6,Mid-day (11am-1pm),LSW,12:27,12:37,Sunny,Dry,Slight Wind,58,https://ebird.org/checklist/S167596412,,-,,,
700,4/7/2024,C6,Evening (3-5pm),JOL,15:13,15:23,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167626198,,-,,,
701,4/7/2024,C5,Evening (3-5pm),JOL,15:29,15:39,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167628703,,-,,,
702,4/7/2024,C4,Evening (3-5pm),JOL,15:43,15:53,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167631008,,-,,,
703,4/7/2024,C3,Evening (3-5pm),JOL,15:56,16:06,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167633035,,-,,,
704,4/7/2024,C2,Evening (3-5pm),JOL,16:10,16:20,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167635215,,-,,,
705,4/7/2024,C1,Evening (3-5pm),JOL,16:22,16:32,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167636913,,-,,,
706,4/8/2024,B1,Morning (7-9am),SRG,8:03,8:13,Sunny,Dry,Calm,49,https://ebird.org/checklist/S167717564,,-,,,
707,4/8/2024,B2,Morning (7-9am),SRG,8:15,8:25,Sunny,Dry,Calm,50,https://ebird.org/checklist/S167719859,,-,,,
708,4/8/2024,B3,Morning (7-9am),SRG,8:27,8:37,Sunny,Dry,Calm,51,https://ebird.org/checklist/S167722058,,-,,,
709,4/8/2024,B4,Morning (7-9am),SRG,8:40,8:50,Sunny,Dry,Calm,52,https://ebird.org/checklist/S167724269,,-,,,
710,4/8/2024,B5,Morning (7-9am),SRG,8:52,9:02,Sunny,Dry,Calm,52,https://ebird.org/checklist/S167726479,,-,,,
711,4/8/2024,B6,Morning (7-9am),SRG,9:04,9:14,Sunny,Dry,Calm,53,https://ebird.org/checklist/S167728647,,-,,,
712,4/8/2024,A6,Mid-day (11am-1pm),SRG,11:46,11:56,Sunny,Dry,Calm,62,https://ebird.org/checklist/S167759203,,-,,,
713,4/8/2024,A5,Mid-day (11am-1pm),SRG,11:58,12:08,Sunny,Dry,Calm,63,https://ebird.org/checklist/S167762038,,-,,,
714,4/8/2024,A4,Mid-day (11am-1pm),SRG,12:11,12:21,Sunny,Dry,Calm,63,https://ebird.org/checklist/S167764895,,-,,,
715,4/8/2024,A3,Mid-day (11am-1pm),SRG,12:23,12:33,Sunny,Dry,Calm,64,https://ebird.org/checklist/S167767455,construction,-,,,
716,4/8/2024,A2,Mid-day (11am-1pm),SRG,12:39,12:49,Sunny,Dry,Calm,64,https://ebird.org/checklist/S167771013,construction,-,,,
717,4/8/2024,A1,Mid-day (11am-1pm),SRG,12:52,13:02,Sunny,Dry,Calm,65,https://ebird.org/checklist/S167773394,,-,,,
718,4/8/2024,C1,Evening (3-5pm),SRG,15:29,15:39,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167795967,,-,,,
719,4/8/2024,C2,Evening (3-5pm),SRG,15:41,15:51,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167797414,,-,,,
720,4/8/2024,C3,Evening (3-5pm),SRG,15:53,16:03,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167799261,,-,,,
721,4/8/2024,C4,Evening (3-5pm),SRG,16:07,16:17,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167800959,,-,,,
